"name","in_root_a","in_root_b"
"weather_2026_02_23_22_27_23-a16480c5-7a63-4ce8-9d27-4ddbfd7fede2","0","1"
"weather_2026_02_23_22_27_23-d637f35b-6639-4612-9e09-b48b9ce5f5c9","0","1"
"weather_2026_02_23_22_27_23-ea3c99c3-147c-40a1-a4f9-7093ccea065d","0","1"
"weather_2026_02_23_22_27_24-397d4da1-f823-4bd1-a41b-6affc9ad5040","0","1"
"weather_2026_02_23_22_27_32-1773dc9c-ccf0-4728-a608-dc2cc0051675","0","1"
"weather_2026_02_23_22_27_32-38df529f-fc2f-4ac9-b9da-6c3e9291b3ac","0","1"
"weather_2026_02_23_22_27_32-45e00b45-8f92-4c91-ac89-1dc28cccc529","0","1"
"weather_2026_02_23_22_27_32-502b9f60-74f0-44c9-9209-bf89e0ba65fd","0","1"
"weather_2026_02_23_22_27_32-53cc772e-7267-47d7-a186-8610f5b4c2c4","0","1"
"weather_2026_02_23_22_27_32-d2b30196-7453-44a5-b012-812b0c9c473f","0","1"
"weather_2026_02_23_22_27_32-e157105b-2e69-4efd-a27b-7579a2f0bc2c","0","1"
"weather_2026_02_23_22_27_32-faf28942-91ee-452e-b87c-151d9299c91d","0","1"
"weather_2026_02_23_22_33_39-10378d98-3031-4d2a-8e2b-70c1bb35a00c","0","1"
"weather_2026_02_23_22_33_39-1972773d-4953-41df-a02d-1a80b7845ddd","0","1"
"weather_2026_02_23_22_33_39-1cf2f4f6-ad3f-4754-adc4-5234f6f7d404","0","1"
"weather_2026_02_23_22_33_39-1df647b7-1304-435e-af61-f3e252a485bc","0","1"
"weather_2026_02_23_22_33_39-6977d2d1-e538-4852-81dc-70af9470ce94","0","1"
"weather_2026_02_23_22_33_39-83154245-a406-41d3-9de5-d9424d48c1e8","0","1"
"weather_2026_02_23_22_33_39-a03de51d-5e5f-465d-974d-33244bdfb280","0","1"
"weather_2026_02_23_22_33_39-d09d4227-57dd-4db1-b640-ead23cb93636","0","1"
"weather_2026_02_23_23_29_39-015f6014-6092-4f18-b8cd-985565e6f9d7","0","1"
"weather_2026_02_23_23_29_39-1b10d261-8e62-4990-b51c-147737c79c12","0","1"
"weather_2026_02_23_23_29_39-1c80aff9-5cd2-4450-84aa-e9c1f57e7243","0","1"
"weather_2026_02_23_23_29_39-3048f7f7-d960-412f-9778-0dae5e5bfb6f","0","1"
"weather_2026_02_23_23_29_39-344ba8af-5c84-4f65-857b-3ba62f3d2cf5","0","1"
"weather_2026_02_23_23_29_39-80d59d19-8b0b-4946-9001-176539991139","0","1"
"weather_2026_02_23_23_29_39-9aca9dee-5c81-487f-a1cf-e2a9542aadaa","0","1"
"weather_2026_02_23_23_29_39-b0438877-0924-49c1-9d66-58852eb10d59","0","1"
"weather_2026_02_23_23_29_47-13e956f4-b4b8-470a-a498-42a0555aa569","0","1"
"weather_2026_02_23_23_29_47-35d94d74-337b-44d6-b7ed-970925736438","0","1"
"weather_2026_02_23_23_29_47-628da4c9-c39c-4c79-bf28-f1f924d11505","0","1"
"weather_2026_02_23_23_29_47-66e01724-4d8c-41d7-8963-2dcdfb01fae4","0","1"
"weather_2026_02_23_23_29_47-86e46dce-2da4-4b2b-9411-b37c7dd1f837","0","1"
"weather_2026_02_23_23_29_47-941078ab-7fe5-45f8-8f89-eb75fba21e46","0","1"
"weather_2026_02_23_23_29_47-df5f21ed-b601-4e99-95ef-6a22eb403902","0","1"
"weather_2026_02_23_23_29_47-e4438574-3e20-4d62-b365-c6e60eaba32d","0","1"
"weather_2026_02_23_23_35_49-61e657e6-4e1f-41de-86f7-91f74dc17369","0","1"
"weather_2026_02_23_23_35_49-743b412d-7247-4e3c-bd27-1df8443658ab","0","1"
"weather_2026_02_23_23_35_49-817f8b25-0d47-45d8-adae-b9b45fe41235","0","1"
"weather_2026_02_23_23_35_49-906ab1d1-3db2-4cdc-a27b-4668205befd2","0","1"
"weather_2026_02_23_23_35_49-90ad2505-f901-4ea0-947d-c6bef26bbe4c","0","1"
"weather_2026_02_23_23_35_49-9b7a5a0e-5b37-4da2-b833-4c52933647c5","0","1"
"weather_2026_02_23_23_35_49-ad4a6a6f-9880-4707-bc30-81bc7e8b1edf","0","1"
"weather_2026_02_23_23_35_49-bff13d3f-8136-4161-b9db-3f321cd92526","0","1"
"weather_2026_02_23_23_35_58-2f1a2163-d818-4c92-9e6e-a4c3fbac842f","0","1"
"weather_2026_02_23_23_35_58-2fd56398-cd4a-468b-b4f6-7d1e39a9d81e","0","1"
"weather_2026_02_23_23_35_58-61a8d722-2002-4173-bc36-b97b4d9d6db1","0","1"
"weather_2026_02_23_23_35_58-a6cc99d8-00a0-40a8-9461-4694f393c8b6","0","1"
"weather_2026_02_23_23_35_58-c4e4c731-b4f2-45fe-a8f9-050d53d64402","0","1"
"weather_2026_02_23_23_35_58-c9070246-91e7-41db-a64e-0eb43dc269e8","0","1"
"weather_2026_02_23_23_35_58-d46c1441-c336-4fe9-859f-12293e28b56a","0","1"
"weather_2026_02_23_23_35_58-dcf7d8ff-0730-468c-942a-544ba304dcce","0","1"
"weather_2026_02_23_23_42_03-28ba888f-0648-4877-8d24-6ef7d7d5d98f","0","1"
"weather_2026_02_23_23_42_05-7df57929-55e3-4c21-9415-4e3274c7d24e","0","1"
"weather_2026_02_23_23_45_00-de788005-089f-4978-a370-0d0b9fa441dc","0","1"
"weather_2026_02_23_23_45_01-2ccf2a3b-7c98-4ce4-af1b-d79c6733638c","0","1"
"weather_2026_02_23_23_45_01-cf26d3a1-172a-42a6-b1ed-7ac2a8603c3f","0","1"
"weather_2026_02_23_23_45_01-d38c2f0f-f04c-4f10-a3b7-b6c5bbbb8479","0","1"
"weather_2026_02_23_23_45_01-f6d615a9-0557-4dc6-8551-85096222666d","0","1"
"weather_2026_02_24_00_35_45-33f9762c-e111-402a-a241-83d014b89760","0","1"
"weather_2026_02_24_00_35_45-4e67d4af-3847-4307-81f6-1fc1544245a9","0","1"
"weather_2026_02_24_00_35_45-5b73d505-4e49-4f14-87ee-0c0a19aef9fa","0","1"
"weather_2026_02_24_00_35_45-75848849-4486-43c2-b125-3a40c7024c42","0","1"
"weather_2026_02_24_00_35_45-a71c52a8-aa88-4574-9df4-a3c91e52b9bc","0","1"
"weather_2026_02_24_00_35_45-ca68ddd8-ebb5-411d-baea-0e8f5f3e191c","0","1"
"weather_2026_02_24_00_35_45-ed4f1ab4-832c-402b-8ff0-f45e85cea850","0","1"
"weather_2026_02_24_00_35_45-f75b41cc-03fc-4687-873e-8666e61d4092","0","1"
"weather_2026_02_24_01_20_22-6e2915ea-228c-4c9a-95d3-5c4d7ab12c5e","0","1"
"weather_2026_02_24_01_20_22-7ed5d0a8-7ac0-4a28-b7c3-b2c6fe2e6c2a","0","1"
"weather_2026_02_24_01_20_22-88ff6b78-a986-44b8-9a2b-7210b7ec9dfd","0","1"
"weather_2026_02_24_01_20_22-a8033625-4b27-4dc9-8eba-efeb55dd6e0e","0","1"
"weather_2026_02_24_01_20_22-bba4f7c6-3969-4793-8799-056267764025","0","1"
"weather_2026_02_24_01_20_22-ca838ace-cdfd-4507-827c-f0aa8c0714ef","0","1"
"weather_2026_02_24_01_20_22-de0135f9-1a8f-4b2b-ac67-9690a5ad16df","0","1"
"weather_2026_02_24_01_20_22-e7029613-0870-4719-ba61-a2a55824b686","0","1"
"weather_2026_02_24_01_20_30-2d099936-60f4-4fde-9ae0-098baebeafc2","0","1"
"weather_2026_02_24_01_20_30-55834a76-008e-4ff8-bc4a-6215447c6bb7","0","1"
"weather_2026_02_24_01_20_30-75a1beaf-db20-464c-82b9-e63294685eb1","0","1"
"weather_2026_02_24_01_20_30-8abdab77-0ce9-40f8-bb3f-e274795e8e4a","0","1"
"weather_2026_02_24_01_20_30-9f52f860-09d6-49d4-9696-3e176aa7576e","0","1"
"weather_2026_02_24_01_20_30-c2399379-cc5c-45f4-a4c5-35289d157273","0","1"
"weather_2026_02_24_01_20_30-e69798c0-224c-4151-9b2f-c81d07d877c9","0","1"
"weather_2026_02_24_01_20_30-f8dddc92-005a-4d1e-b1dd-f4e8ad6a3b5b","0","1"
"weather_2026_02_24_01_26_11-194e3998-27e6-4aab-9574-7509a31a9fab","0","1"
"weather_2026_02_24_01_26_11-2938e161-6151-4030-9c7e-2db124f81c77","0","1"
"weather_2026_02_24_01_26_11-2b9b40c8-ef83-46ba-b0b1-67061acd8526","0","1"
"weather_2026_02_24_01_26_11-3846b0c7-a3df-497d-94b4-ec3ea219cf4c","0","1"
"weather_2026_02_24_01_26_11-ae5794a8-8f32-48a6-b8d7-eec21c01a238","0","1"
"weather_2026_02_24_01_26_11-bdac7129-1070-43df-92ea-563e0aac0b22","0","1"
"weather_2026_02_24_01_26_11-da96f9e3-77b0-463b-b5d3-8b24c570773d","0","1"
"weather_2026_02_24_01_26_11-f661ccbd-e6e9-41f4-811f-543e8d4c9590","0","1"
"weather_2026_02_24_02_07_10-04a108ed-da0a-453e-9050-6ed22bee2093","0","1"
"weather_2026_02_24_02_07_10-3a39181e-1e9a-45e7-a317-247e23f67104","0","1"
"weather_2026_02_24_02_07_10-5435329c-96e6-4eac-905e-9d883c66a2bc","0","1"
"weather_2026_02_24_02_07_10-a4040985-b625-41cc-a583-799eba4cdf6a","0","1"
"weather_2026_02_24_02_07_11-09f1ad52-78fa-48e8-b3fd-e90657573291","0","1"
"weather_2026_02_24_02_07_11-29e1a464-999f-410e-82fa-4f22192f08e9","0","1"
"weather_2026_02_24_02_07_11-cb3994a9-6e49-44d3-aadf-7cb0a829cae9","0","1"
"weather_2026_02_24_02_07_11-f7a59fc9-3444-43ff-ab97-18136b137c6c","0","1"
"weather_2026_02_24_02_07_18-022b0f34-8ade-4d9b-a5c5-1325298da21c","0","1"
"weather_2026_02_24_02_07_18-089f0f6e-9235-46b2-840e-fdded59dca8f","0","1"
"weather_2026_02_24_02_07_18-2f8979c1-64ed-49fb-b245-9dcb74c5c2c3","0","1"
"weather_2026_02_24_02_07_18-32bcbdfa-62a9-4936-bdc6-d1d8cdcb5549","0","1"
"weather_2026_02_24_02_07_18-435f4068-d4e5-4782-9669-41d2af2c4503","0","1"
"weather_2026_02_24_02_07_18-5982d3da-00cd-4b63-a1c9-735a9a544932","0","1"
"weather_2026_02_24_02_07_18-679cfbde-d6e9-4437-b455-8c1f95c9b6d9","0","1"
"weather_2026_02_24_02_07_18-9be493ff-9ecc-4526-8295-663c6fc4f7c9","0","1"
"weather_2026_02_24_02_13_02-0f0639b6-768d-41fb-80be-c9cb16df9aaa","0","1"
"weather_2026_02_24_02_13_02-169e7da8-1b90-42f8-9836-875a22cd0366","0","1"
"weather_2026_02_24_02_13_02-576ed96c-1e07-438a-ab66-c926fc29d2d9","0","1"
"weather_2026_02_24_02_13_02-899e4e9a-624e-4c36-bfd2-eb7a677d4e8b","0","1"
"weather_2026_02_24_02_13_02-97a3a889-6198-4a1f-82d5-6d5d311c30e4","0","1"
"weather_2026_02_24_02_13_02-ae3f2b9f-dfc8-4fce-9fbf-4d74c35e4f35","0","1"
"weather_2026_02_24_02_13_02-bb482503-b45d-4071-9d02-0bf895319c6c","0","1"
"weather_2026_02_24_02_13_02-dac08f6b-493e-483b-b220-7cfd59066dcf","0","1"
"weather_2026_02_24_02_13_10-03fec309-8c6e-4769-8846-0a5c89901e4f","0","1"
"weather_2026_02_24_02_13_10-252b0d8a-6d77-4bd5-a8fd-1359a1343214","0","1"
"weather_2026_02_24_02_13_10-5402b904-a164-42b1-ade5-79b08954e12e","0","1"
"weather_2026_02_24_02_13_10-a5734e0c-c177-4676-8a57-42be008b0e14","0","1"
"weather_2026_02_24_02_13_10-aae69b96-457a-43f8-aa6a-e8069184ad46","0","1"
"weather_2026_02_24_02_13_10-bbf08eb4-9e12-4a8c-8091-c57a07059a6b","0","1"
"weather_2026_02_24_02_13_10-c2fc9f3b-3a21-4e57-87e0-aa4c921848f8","0","1"
"weather_2026_02_24_02_13_10-d1f789c9-4b04-48d5-8e92-4a8d7e9fe5af","0","1"
"weather_2026_02_24_03_34_06-7ed672fb-6512-4d99-a020-1322c71da431","0","1"
"weather_2026_02_24_03_34_06-920e7dd5-18a4-495c-a12e-8cd44de0ddb6","0","1"
"weather_2026_02_24_03_34_06-a4e30d1f-927c-49d3-94cf-8b2bbbb317b4","0","1"
"weather_2026_02_24_03_34_06-ae581213-683c-46ea-bef2-2ab06ce597e8","0","1"
"weather_2026_02_24_03_34_06-ba4f94d2-170c-42ac-bcc9-98ffa889e84f","0","1"
"weather_2026_02_24_03_34_06-d1a32c02-6f3f-4e63-9d06-d332006eb121","0","1"
"weather_2026_02_24_03_34_06-db875c2e-fef5-4dd3-bb21-5113dccda139","0","1"
"weather_2026_02_24_03_34_06-e122d90c-c281-4ab8-81b0-1ad31094cc11","0","1"
"weather_2026_02_24_03_34_14-33e83771-4231-4c7a-b2e1-b928478226b6","0","1"
"weather_2026_02_24_03_34_14-42f9b96a-0bb4-4151-9337-09aaf5334240","0","1"
"weather_2026_02_24_03_34_14-6bbb5168-0d96-4d3c-9537-64822d9117d8","0","1"
"weather_2026_02_24_03_34_14-7aa92082-f909-4028-99c5-b9a9728bcd7e","0","1"
"weather_2026_02_24_03_34_14-949a285e-08a6-4d68-a768-20d53ec6323d","0","1"
"weather_2026_02_24_03_34_14-9ec48b1e-9b6e-4478-bb3d-856bbad1daaa","0","1"
"weather_2026_02_24_03_34_14-b318301c-ea48-4955-9071-0b4f61529f9c","0","1"
"weather_2026_02_24_03_34_14-be80187b-c94f-4f9c-8230-eaa30cf7124e","0","1"
"weather_2026_02_24_03_39_03-185e7a13-5d0a-4641-b208-c2ec611a88a2","0","1"
"weather_2026_02_24_03_39_03-18e41af9-b827-47e1-b056-3869aed99843","0","1"
"weather_2026_02_24_03_39_03-22a66260-2672-4e1c-bf1c-b1ba65e2b11c","0","1"
"weather_2026_02_24_03_39_03-5eeccde0-4a40-4684-b58e-af1d094bc8c0","0","1"
"weather_2026_02_24_03_39_03-72dfb282-fc3c-469e-9f75-07a2696e1507","0","1"
"weather_2026_02_24_03_39_03-c91f4b74-bd67-4c7b-aa5f-21ac08dab924","0","1"
"weather_2026_02_24_03_39_03-def1323f-4e68-42a6-9611-bf0c46f7125e","0","1"
"weather_2026_02_24_03_39_03-f31eacd2-f8ac-42fd-936d-d6ccb7730605","0","1"
"weather_2026_02_24_03_39_11-17445a0a-acc9-4ac3-a9f5-bdea66cc59fe","0","1"
"weather_2026_02_24_03_39_11-2329e893-6837-4a56-955c-29b09153fbd9","0","1"
"weather_2026_02_24_03_39_11-26f55912-0308-42a2-b98d-39a1f8fc079a","0","1"
"weather_2026_02_24_03_39_11-8e349cd4-1367-430b-9bfe-f30e977576c0","0","1"
"weather_2026_02_24_03_39_11-c4e47d02-d76c-4c57-a4df-0b1eba5ae458","0","1"
"weather_2026_02_24_03_39_11-d83549ff-753e-4bda-9b5b-deb49f57f3cd","0","1"
"weather_2026_02_24_03_39_11-db0e1934-541b-4d05-9400-aacb40c77c0d","0","1"
"weather_2026_02_24_03_39_11-ffe78a36-732b-45ec-a65d-01b04b5fbc65","0","1"
"weather_2026_02_24_08_36_33-449fa0b8-b909-4799-8980-da2952d23432","0","1"
"weather_2026_02_24_08_36_33-4f44e68d-9c89-4cc7-b174-2eb4302781c4","0","1"
"weather_2026_02_24_08_36_33-681be750-2df7-4510-9de0-2347840dce54","0","1"
"weather_2026_02_24_08_36_33-7220174a-8f64-44f4-8479-e30741cfcc39","0","1"
"weather_2026_02_24_08_36_33-89c2efa8-e6e1-4f8e-8f55-a712b72b27cd","0","1"
"weather_2026_02_24_08_36_33-b8038ba6-ab7d-4297-b2bf-1e328edb0aa8","0","1"
"weather_2026_02_24_08_36_33-c6ff75b7-18c9-4bf5-a383-bdcba5cc9d2d","0","1"
"weather_2026_02_24_08_36_33-d4c2ab7b-9ce5-48c5-847f-edd132424e0c","0","1"
"weather_2026_02_24_09_38_58-36e69ead-3a1e-4a9d-9b59-dab36a491aa0","0","1"
"weather_2026_02_24_09_38_58-39ee875a-3b9f-44db-811f-492748ae8195","0","1"
"weather_2026_02_24_09_38_58-5ac82eb2-b06b-4796-bfa2-117086b56117","0","1"
"weather_2026_02_24_09_38_58-6691e99b-0252-41d0-8c9d-1cbd7a91eb40","0","1"
"weather_2026_02_24_09_38_58-93427940-2a34-4bff-8896-e75d2d6bc58b","0","1"
"weather_2026_02_24_09_38_58-bde7441a-179d-40d9-9e89-fefc832f69d0","0","1"
"weather_2026_02_24_09_38_58-bf974d04-c047-43d1-8d57-a6cbffabc9ce","0","1"
"weather_2026_02_24_09_38_58-ce946e3c-3dad-417c-af19-2c0136d7631f","0","1"
"weather_2026_02_24_10_33_15-1c486697-8494-494a-8f05-7a6a1744c540","0","1"
"weather_2026_02_24_10_33_15-1ea3340e-d2ed-44de-93f2-8e7003560c8f","0","1"
"weather_2026_02_24_10_33_15-4e602a7b-0838-4bda-96cd-07dc938c6e12","0","1"
"weather_2026_02_24_10_33_15-a95cd087-e003-4795-a60f-53d846c7a2ab","0","1"
"weather_2026_02_24_10_33_15-b4f1b4ef-2ab6-49e6-87c7-abc71cb5f293","0","1"
"weather_2026_02_24_10_33_15-bbfadb57-78c7-4836-8621-7bffdc9729cc","0","1"
"weather_2026_02_24_10_33_15-ce2ee1bc-e874-468a-91de-b9e32ccd212b","0","1"
"weather_2026_02_24_10_33_15-ecda1a0f-dfff-4e24-9963-3807d651e05c","0","1"
"weather_2026_02_24_13_00_31-0ecf30d2-3584-4ad7-bb06-82f549c0c0ec","0","1"
"weather_2026_02_24_13_00_31-4481a6c2-6757-4860-84b4-aabc96c28538","0","1"
"weather_2026_02_24_13_00_31-480a2f2d-53b7-4836-8c32-5e62678e47ae","0","1"
"weather_2026_02_24_13_00_31-6f3b3df4-39b9-4f98-b831-ad58d761a67b","0","1"
"weather_2026_02_24_13_00_31-6f8b18d8-28fa-45e8-aeb2-d50ff447e336","0","1"
"weather_2026_02_24_13_00_31-7bf525bb-b267-44c9-8ad8-5eeaffc510db","0","1"
"weather_2026_02_24_13_00_31-b021cb45-3f77-4a6c-aa73-e41251237a07","0","1"
"weather_2026_02_24_13_00_31-b2ecda46-ec3c-434b-becd-741ddfe67cb2","0","1"
"weather_2026_02_24_13_51_44-0a0836d3-7e15-41f3-96a2-6321c2995a4b","0","1"
"weather_2026_02_24_13_51_44-2adcd80d-0d74-41c4-a0d6-395bfd60593c","0","1"
"weather_2026_02_24_13_51_44-4a898986-aede-4017-bcb2-5ae50d4a528c","0","1"
"weather_2026_02_24_13_51_44-5c0ee413-7ca4-4558-bda5-955763bbd236","0","1"
"weather_2026_02_24_13_51_44-6cf42b8b-709d-40d4-9126-f9346219a8e3","0","1"
"weather_2026_02_24_13_51_44-93a9261f-f20f-4d41-9bde-2c3d059d052c","0","1"
"weather_2026_02_24_13_51_44-a3b8eeb7-fbfe-49ef-9256-8c5052e90601","0","1"
"weather_2026_02_24_13_51_44-f99e3205-fd12-4788-a191-daccdd0c77ad","0","1"
"weather_2026_02_24_15_29_19-2c81df68-ff7f-4ff0-9349-261bf55261aa","0","1"
"weather_2026_02_24_15_29_19-32d25094-0f40-4214-8a5a-ed6cb9885517","0","1"
"weather_2026_02_24_15_29_19-35f1d2c1-33c1-408a-b2d6-55c72990a723","0","1"
"weather_2026_02_24_15_29_19-46c487f5-b1cd-487a-a3f7-1313e50069d9","0","1"
"weather_2026_02_24_15_29_19-4b974e11-0397-4e9c-86fe-e3963b5fb888","0","1"
"weather_2026_02_24_15_29_19-d2d734f0-2109-43ee-9603-e8e644eeef06","0","1"
"weather_2026_02_24_15_29_19-e4d0169c-609a-437b-8818-652af64cdb3c","0","1"
"weather_2026_02_24_15_29_19-ea3c4b83-a01c-48e8-b965-dee39c4fa03c","0","1"
"weather_2026_02_24_16_42_55-336ed7d9-013b-40bb-97f5-0d10b657aa1f","0","1"
"weather_2026_02_24_16_42_55-7538f89a-c790-4cfc-bf1f-ac5becea4f10","0","1"
"weather_2026_02_24_16_42_55-fcba7d7d-2f4f-4c21-8465-94ad617bb3af","0","1"
"weather_2026_02_24_16_42_56-09cabeef-9c33-4324-8d89-7e5d53a08509","0","1"
"weather_2026_02_24_16_42_56-39f20c17-b2c7-40fe-85f5-f44e9a6ba59c","0","1"
"weather_2026_02_24_16_42_56-592a1e69-cfe8-416a-98bb-8322c7407a45","0","1"
"weather_2026_02_24_16_42_56-846fbc09-5b6e-4ebf-96c1-aa76628f4314","0","1"
"weather_2026_02_24_16_42_56-e3526e5d-4152-4517-985f-278d5d790abe","0","1"
"weather_2026_02_24_18_57_59-7a8fc8d4-883f-4f15-a7b0-bf764d2cc424","0","1"
"weather_2026_02_24_18_57_59-a8ae05c9-e85b-4ae8-874a-8e9c527177ea","0","1"
"weather_2026_02_24_18_57_59-b836f180-2f8e-4108-ba3d-cea252d47e4a","0","1"
"weather_2026_02_24_18_57_59-ccfd44ad-dca2-4647-8708-7cce75dbe684","0","1"
"weather_2026_02_24_18_57_59-d98f2d39-a77b-4141-90ae-2bd6b1fcad85","0","1"
"weather_2026_02_24_18_57_59-f3ca3bdf-3f87-46bc-9e37-83a13e2c8794","0","1"
"weather_2026_02_24_18_58_00-50cb6ecc-8ee5-4606-ad92-34105aa465bc","0","1"
"weather_2026_02_24_18_58_00-64c81d7c-2cc1-48da-a5d0-23c163c53321","0","1"
"weather_2026_02_24_19_11_07-5f4df64e-b1d6-413e-8957-78bcc77eb02f","0","1"
"weather_2026_02_24_19_11_07-7c950219-712e-46b7-86c7-593c36495256","0","1"
"weather_2026_02_24_19_11_07-999e8d39-175a-4fa8-93dc-c3ca3aca66f8","0","1"
"weather_2026_02_24_19_11_08-13a0f13c-efff-4502-b03e-85830172580d","0","1"
"weather_2026_02_24_19_11_08-389ebe78-efcd-4b2d-8826-2f685ffe6fb6","0","1"
"weather_2026_02_24_19_11_08-3f2bc752-b903-4bf0-a9fd-f397212b9c4d","0","1"
"weather_2026_02_24_19_11_08-5f231560-efa7-4d4c-9906-2d02ca33e6b4","0","1"
"weather_2026_02_24_19_11_08-e3a6f0bc-e46a-4ee5-963a-345cb5514361","0","1"
"weather_2026_02_24_19_36_44-351fb574-b66d-4a51-b695-b757cef436ed","0","1"
"weather_2026_02_24_19_36_44-66358676-cdca-4d97-aed2-741e24fcf8a8","0","1"
"weather_2026_02_24_19_36_44-7ce86a33-3afb-4444-a41b-2f3b4d5cb2a4","0","1"
"weather_2026_02_24_19_36_44-89af6e73-d209-4614-8348-67b5edbb3f06","0","1"
"weather_2026_02_24_19_36_44-93c3f693-5cef-4e17-964c-dd8940bf94ee","0","1"
"weather_2026_02_24_19_36_44-cf72c34d-def3-4d0d-aea0-c16e7192cdaa","0","1"
"weather_2026_02_24_19_36_44-ed11ed57-39dd-4b74-8090-3f3b8a4ad4ac","0","1"
"weather_2026_02_24_19_36_44-f3f32c68-f555-4e4a-91a8-4f387028f769","0","1"
"weather_2026_02_24_19_58_45-7306ef3e-f7bf-4ce3-90e9-83545e6369c7","0","1"
"weather_2026_02_24_19_58_45-925adbed-f2e0-44b0-afdc-649ee85c8890","0","1"
"weather_2026_02_24_19_58_46-00eed58b-517d-4f0e-a0ac-c1fbb2905e36","0","1"
"weather_2026_02_24_19_58_46-27b3c37a-b6b0-4b3b-a218-b3d72d99f810","0","1"
"weather_2026_02_24_19_58_46-2d841d09-0bd8-4f19-bfac-4d2c08c676e5","0","1"
"weather_2026_02_24_19_58_46-303d1f95-2056-4abb-b249-d52c28085214","0","1"
"weather_2026_02_24_19_58_46-836ce101-3926-4036-a9a5-5f45d1f360ba","0","1"
"weather_2026_02_24_19_58_46-b5aecfb2-8075-453e-a7ef-9504096edc50","0","1"
"weather_2026_02_24_20_31_20-329e26a8-8f95-4671-840e-5f6397e953ad","0","1"
"weather_2026_02_24_20_31_20-3a36d003-50e1-4be8-89ae-e48e1c4af126","0","1"
"weather_2026_02_24_20_31_20-6e98c389-89eb-471b-b345-3cd35caf20d5","0","1"
"weather_2026_02_24_20_31_20-966da412-cea1-47a9-91e4-1b97a16ebe87","0","1"
"weather_2026_02_24_20_31_20-bfba2c4b-13a9-45e6-a1dd-569b2f1a7bff","0","1"
"weather_2026_02_24_20_31_20-d47e9c9e-ef02-41c6-9d7d-695ad359c17b","0","1"
"weather_2026_02_24_20_31_20-ec1d5e47-8558-4b03-b70c-dddeafcad5d4","0","1"
"weather_2026_02_24_20_31_20-fddeb1a7-e021-48c3-85f8-f28a1c00920f","0","1"
"weather_2026_02_24_21_01_25-156a10f2-45df-4321-b801-41d3a00ccba3","0","1"
"weather_2026_02_24_21_01_25-3a1ad028-3f84-4ea5-9ff7-f96fcb8d506a","0","1"
"weather_2026_02_24_21_01_25-3b07395f-b2bf-4d41-8301-350a3b946965","0","1"
"weather_2026_02_24_21_01_25-63ca14f9-69c1-429b-b1e1-9327165bc8c7","0","1"
"weather_2026_02_24_21_01_25-7022fc30-ae07-4d0c-b5bb-448908200935","0","1"
"weather_2026_02_24_21_01_25-9b6f19ec-d99f-4c39-bda2-4c8b5f774389","0","1"
"weather_2026_02_24_21_01_25-a2b9a010-567a-4ee9-94d1-a94b55e0559b","0","1"
"weather_2026_02_24_21_01_25-cbff594e-c014-4f0f-8deb-87ddc408e9b9","0","1"
"weather_2026_02_24_21_26_13-2c644859-e05e-4c98-830f-540468236ab0","0","1"
"weather_2026_02_24_21_26_13-2eb2d056-2aec-4b01-bcb2-5b1b28105afb","0","1"
"weather_2026_02_24_21_26_13-50c3cda5-95d6-43bb-a47f-515f57974461","0","1"
"weather_2026_02_24_21_26_13-6869bb65-6402-4c71-8af5-13172bce50bc","0","1"
"weather_2026_02_24_21_26_13-69b57a25-9b94-431e-91c9-66357a6fa3fa","0","1"
"weather_2026_02_24_21_26_13-87965004-5042-4618-b416-e93ed491e9b7","0","1"
"weather_2026_02_24_21_26_13-d70490bf-f22b-46ba-b19a-49f26b581d6f","0","1"
"weather_2026_02_24_21_26_13-f9219351-8c90-46e4-b56f-9de31f2ce8b7","0","1"
"weather_2026_02_24_21_52_06-12768aab-27e7-4699-9a1c-834d85e725cb","0","1"
"weather_2026_02_24_21_52_06-1eac2d58-d5d9-4253-8954-5e734e98a817","0","1"
"weather_2026_02_24_21_52_06-3a1654bb-381e-4efd-b216-8e65a88d1a02","0","1"
"weather_2026_02_24_21_52_06-6765b02a-5f9b-408c-a462-453d90689e7a","0","1"
"weather_2026_02_24_21_52_06-7ff2d20a-0e79-41c5-bbfe-8e708b60fe69","0","1"
"weather_2026_02_24_21_52_06-9a176b41-3a8c-4c8a-a73b-90a8e7c26200","0","1"
"weather_2026_02_24_21_52_06-a1b77f25-3ff0-48e8-92d4-f43504c267bc","0","1"
"weather_2026_02_24_21_52_06-f9744e5d-df2a-4f5d-bc69-5fde8ec8fae2","0","1"
"weather_2026_02_24_22_15_29-8a93914b-902f-41aa-8036-16f28797a2ff","0","1"
"weather_2026_02_24_22_15_30-40043117-d0f5-4fe6-a19c-dfab657be782","0","1"
"weather_2026_02_24_22_15_30-73e841ab-06e7-4720-8a50-29eef292316c","0","1"
"weather_2026_02_24_22_15_30-74163b23-a2f9-45ba-ab6f-75a375ff145a","0","1"
"weather_2026_02_24_22_15_30-87b9370f-84d5-42ec-908f-f193b9c5c9a0","0","1"
"weather_2026_02_24_22_15_30-9f249832-7ce8-48cb-930d-cb423a75af8f","0","1"
"weather_2026_02_24_22_15_30-d7bcffac-bce7-4773-b6dd-33bf3fc6cecc","0","1"
"weather_2026_02_24_22_15_30-ec3cac63-27b0-4efe-a395-87fe7c2c280d","0","1"
"weather_2026_02_24_22_40_47-ccd944e3-b7bd-4e22-9099-31df464e3a36","0","1"
